"kenteken","voertuigsoort","merk","handelsbenaming","vervaldatum_apk","datum_tenaamstelling","bruto_bpm","inrichting","aantal_zitplaatsen","eerste_kleur","tweede_kleur","aantal_cilinders","cilinderinhoud","massa_ledig_voertuig","toegestane_maximum_massa_voertuig","massa_rijklaar","maximum_massa_trekken_ongeremd","maximum_trekken_massa_geremd","datum_eerste_toelating","datum_eerste_tenaamstelling_in_nederland","wacht_op_keuren","catalogusprijs","wam_verzekerd","maximale_constructiesnelheid","laadvermogen","oplegger_geremd","aanhangwagen_autonoom_geremd","aanhangwagen_middenas_geremd","aantal_staanplaatsen","aantal_deuren","aantal_wielen","afstand_hart_koppeling_tot_achterzijde_voertuig","afstand_voorzijde_voertuig_tot_hart_koppeling","afwijkende_maximum_snelheid","lengte","breedte","europese_voertuigcategorie","europese_voertuigcategorie_toevoeging","europese_uitvoeringcategorie_toevoeging","plaats_chassisnummer","technische_max_massa_voertuig","type","type_gasinstallatie","typegoedkeuringsnummer","variant","uitvoering","volgnummer_wijziging_eu_typegoedkeuring","vermogen_massarijklaar","wielbasis","export_indicator","openstaande_terugroepactie_indicator","vervaldatum_tachograaf","taxi_indicator","maximum_massa_samenstelling","aantal_rolstoelplaatsen","maximum_ondersteunende_snelheid","jaar_laatste_registratie_tellerstand","tellerstandoordeel","code_toelichting_tellerstandoordeel","tenaamstellen_mogelijk","vervaldatum_apk_dt","datum_tenaamstelling_dt","datum_eerste_toelating_dt","datum_eerste_tenaamstelling_in_nederland_dt","vervaldatum_tachograaf_dt","maximum_last_onder_de_vooras_sen_tezamen_koppeling","type_remsysteem_voertuig_code","rupsonderstelconfiguratiecode","wielbasis_voertuig_minimum","wielbasis_voertuig_maximum","lengte_voertuig_minimum","lengte_voertuig_maximum","breedte_voertuig_minimum","breedte_voertuig_maximum","hoogte_voertuig","hoogte_voertuig_minimum","hoogte_voertuig_maximum","massa_bedrijfsklaar_minimaal","massa_bedrijfsklaar_maximaal","technisch_toelaatbaar_massa_koppelpunt","maximum_massa_technisch_maximaal","maximum_massa_technisch_minimaal","subcategorie_nederland","verticale_belasting_koppelpunt_getrokken_voertuig","zuinigheidsclassificatie","registratie_datum_goedkeuring_afschrijvingsmoment_bpm","registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt","api_gekentekende_voertuigen_assen","api_gekentekende_voertuigen_brandstof","api_gekentekende_voertuigen_carrosserie","api_gekentekende_voertuigen_carrosserie_specifiek","api_gekentekende_voertuigen_voertuigklasse"
"G224SP","Personenauto","PEUGEOT","PEUGEOT 108","20231231","20191207","1155","hatchback","4","ROOD","Niet geregistreerd","3","1199","840","1240","940",,,"20141219","20191207","Geen verstrekking in Open Data","14139","Ja","170",,,,,,"2","4","0","0",,"348","162","M1",,,,"1240","P*****",,"e11*2001/116*0237*11","A","HMTB-B1A000","0","0.06","234","Nee","Nee",,"Nee","1240","0","0.00","2021","Geen oordeel","05","Ja","2023-12-31T00:00:00.000","2019-12-07T00:00:00.000","2014-12-19T00:00:00.000","2019-12-07T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SR","Personenauto","LEXUS","LEXUS CT200H","20240102","20200102","2204","hatchback","5","ZWART","Niet geregistreerd","4","1798","1385","1845","1485",,,"20200102","20200102","Geen verstrekking in Open Data","32650","Ja","180",,,,,,"4","4","0","0",,"436","177","M1",,,,"1845","A10(A)",,"e6*2007/46*0334*01","ZWA10(H)","ZWA10L-AHXBBW(1K)","0","0.05","260","Nee","Nee",,"Nee","1845","0","0.00","2022","Logisch","00","Ja","2024-01-02T00:00:00.000","2020-01-02T00:00:00.000","2020-01-02T00:00:00.000","2020-01-02T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224ST","Personenauto","MINI","ONE","20231129","20210324","5479","stationwagen","5","GROEN","Niet geregistreerd","3","1499","1175","1680","1275",,,"20191129","20191129","Geen verstrekking in Open Data","28681","Ja","192",,,,,,"4","4","0","0",,"398","173","M1",,,,"1680","FML4",,"e1*2007/46*1680*04","XU51","DHW50000","0","0.06","257","Nee","Nee",,"Nee","0","0","0.00","2021","Logisch","00","Ja","2023-11-29T00:00:00.000","2021-03-24T00:00:00.000","2019-11-29T00:00:00.000","2019-11-29T00:00:00.000",,,,,,,,,,,"143",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SV","Personenauto","TOYOTA","TOYOTA AYGO","20231128","20191128","1402","hatchback","4","WIT","Niet geregistreerd","3","998","815","1240","915",,,"20191128","20191128","Geen verstrekking in Open Data","12845","Ja","160",,,,,,"4","4","0","0",,"347","162","M1",,,,"1240","AB1",,"e6*2007/46*0348*01","KGB40(H)","KGB40L-AHMRKW(2T)","0","0.06","234","Nee","Nee",,"Nee","1240","0","0.00","2021","Logisch","00","Ja","2023-11-28T00:00:00.000","2019-11-28T00:00:00.000","2019-11-28T00:00:00.000","2019-11-28T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SX","Personenauto","KIA","CEED","20231129","20210212","4562","stationwagen","5","GRIJS","Niet geregistreerd","3","998","1234","1840","1334","600","1200","20191129","20191129","Geen verstrekking in Open Data","27195","Ja","190",,,,,,"5","4","0","0",,"460","180","M1",,,,"1840","CD",,"e4*2007/46*1299*06","F5P11","M61A11","0","0.07","265","Nee","Nee",,"Nee","3040","0","0.00","2021","Logisch","00","Ja","2023-11-29T00:00:00.000","2021-02-12T00:00:00.000","2019-11-29T00:00:00.000","2019-11-29T00:00:00.000",,,,,,,,,,,"147",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TB","Personenauto","TOYOTA","TOYOTA AYGO","20240229","20211022","1942","hatchback","4","ORANJE","Niet geregistreerd","3","998","835","1240","935",,,"20200229","20200229","Geen verstrekking in Open Data","16045","Ja","160",,,,,,"4","4","0","0",,"347","162","M1",,,,"1240","AB1",,"e6*2007/46*0348*02","KGB40(H)","KGB40L-AHGGKW(3U)","0","0.06","234","Nee","Nee",,"Nee","1240","0","0.00","2021","Logisch","00","Ja","2024-02-29T00:00:00.000","2021-10-22T00:00:00.000","2020-02-29T00:00:00.000","2020-02-29T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TD","Personenauto","RENAULT","KADJAR","20230311","20200327","6046","stationwagen","5","GRIJS","Niet geregistreerd","4","1332","1308","1889","1408","700","1500","20190311","20200327","Geen verstrekking in Open Data","35490","Ja","203",,,,,,"5","4","0","0",,"445","184","M1",,,,"1889","RFE",,"e2*2007/46*0475*16","HF2","NB6TA0125000","0","0.07","265","Nee","Nee",,"Nee","3389","0","0.00","2022","Geen oordeel","05","Ja","2023-03-11T00:00:00.000","2020-03-27T00:00:00.000","2019-03-11T00:00:00.000","2020-03-27T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TF","Personenauto","FORD","FIESTA","20231130","20220829","4169","hatchback","5","WIT","Niet geregistreerd","3","998","1141","1685","1241","620","1000","20191130","20191130","Geen verstrekking in Open Data","24635","Nee","181",,,,,,"4","4","0","0",,"407","176","M1",,,,"1685","JHH",,"e9*2007/46*3142*10","SFJN1JX","5CDPZNABDB6","0","0.06","249","Nee","Nee",,"Nee","2685","0","0.00","2022","Logisch","00","Ja","2023-11-30T00:00:00.000","2022-08-29T00:00:00.000","2019-11-30T00:00:00.000","2019-11-30T00:00:00.000",,,,,,,,,,,"150",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TG","Personenauto","MAZDA","MAZDA CX-30","20231205","20191205","3252","stationwagen","5","GRIJS","Niet geregistreerd","4","1998","1343","1965","1443","600","1300","20191205","20191205","Geen verstrekking in Open Data","35080","Ja","204",,,,,,"4","4","0","0",,"440","180","M1",,,,"1965","DM",,"e13*2007/46*2041*01","6WH","6CW00","0","0.09","266","Nee","Nee",,"Nee","3265","0","0.00","2021","Logisch","00","Ja","2023-12-05T00:00:00.000","2019-12-05T00:00:00.000","2019-12-05T00:00:00.000","2019-12-05T00:00:00.000",,,,,,,,,,,"154",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TH","Personenauto","PEUGEOT","108","20231128","20200122","1342","hatchback","4","BLAUW","Niet geregistreerd","3","998","815","1240","915",,,"20191128","20191128","Geen verstrekking in Open Data","14855","Ja","160",,,,,,"4","4",,,,"348","162","M1",,,,"1240","P",,"e6*2007/46*0350*01","S","CFB5-H1B000","0","0.06","234","Nee","Nee",,"Nee",,,,"2022","Logisch","00","Ja","2023-11-28T00:00:00.000","2020-01-22T00:00:00.000","2019-11-28T00:00:00.000","2019-11-28T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TJ","Personenauto","BMW","X4 XDRIVE30D","20221220","20191127","12979","sedan","5","ZWART","Niet geregistreerd","6","2993","1795","2460","1895","750","2400","20181220","20191127","Geen verstrekking in Open Data","101917","Ja","240",,,,,,"4","4",,,,"475","192","M1",,,,"2460","G4X",,"e1*2007/46*1881*01","VJ51","DAW500BA","0","0.10","286","Nee","Nee",,"Nee","4860",,,"2022","Geen oordeel","05","Ja","2022-12-20T00:00:00.000","2019-11-27T00:00:00.000","2018-12-20T00:00:00.000","2019-11-27T00:00:00.000",,,,,,,,,,,"162",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TL","Personenauto","TESLA","MODEL X","20231128","20191128",,"MPV","5","GRIJS","Niet geregistreerd",,,"2433","3079","2533","750","2250","20191128","20191128","Geen verstrekking in Open Data","95200","Ja","250",,,,,,"5","4","0","0",,"505","200","M1",,,,"3079","002",,"e4*2007/46*0667*27","XA3","EBX15T","0","0.04","297","Nee","Nee",,"Nee","5329","0","0.00","2022","Logisch","00","Ja","2023-11-28T00:00:00.000","2019-11-28T00:00:00.000","2019-11-28T00:00:00.000","2019-11-28T00:00:00.000",,,,,,,,,,,"168",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TP","Personenauto","TESLA","MODEL X","20231221","20191221",,"MPV","7","WIT","Niet geregistreerd",,,"2433","3079","2533","750","2250","20191221","20191221","Geen verstrekking in Open Data","101000","Ja","250",,,,,,"5","4","0","0",,"505","200","M1",,,,"3079","002",,"e4*2007/46*0667*27","XA3","EBX17T","0","0.04","297","Nee","Nee",,"Nee","5329","0","0.00","2022","Logisch","00","Ja","2023-12-21T00:00:00.000","2019-12-21T00:00:00.000","2019-12-21T00:00:00.000","2019-12-21T00:00:00.000",,,,,,,,,,,"168",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TR","Personenauto","TESLA","MODEL 3","20231217","20191217",,"sedan","5","GRIJS","Niet geregistreerd",,,"1584","2060","1684",,,"20191217","20191217","Geen verstrekking in Open Data","50080","Ja","225",,,,,,"4","4","0","0",,"469","185","M1",,,,"2060","003",,"e4*2007/46*1293*06","E1R","BB1N","0","0.06","288","Nee","Nee",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-17T00:00:00.000","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TS","Personenauto","TOYOTA","TOYOTA YARIS HYBRID","20231205","20191205","1282","MPV","5","GRIJS","Niet geregistreerd","4","1497","1050","1565","1150",,,"20191205","20191205","Geen verstrekking in Open Data","22310","Ja","165",,,,,,"4","4","0","0",,"395","170","M1",,,,"1565","XP13M(A)",,"e6*2007/46*0344*02","NHP13(MH)","NHP130L-CHXNBW(1R)","0","0.05","251","Nee","Nee",,"Nee","1565","0","0.00","2022","Logisch","00","Ja","2023-12-05T00:00:00.000","2019-12-05T00:00:00.000","2019-12-05T00:00:00.000","2019-12-05T00:00:00.000",,,,,,,,,,,"151",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TT","Personenauto","MITSUBISHI","MITSUBISHI OUTLANDER","20240103","20200103","1940","stationwagen","5","ZWART","Niet geregistreerd","4","2360","1865","2390","1965","750","1500","20200103","20200103","Geen verstrekking in Open Data","35489","Ja","170",,,,,,"4","4","0","0",,"470","180","M1",,,,"2390","CW0",,"e1*2001/116*0406*32","GGP21","AVEJRRA5BAAA","0","0.05","267","Nee","Nee",,"Nee","3970","0","0.00","2021","Logisch","00","Ja","2024-01-03T00:00:00.000","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000",,,,,,,,,,,"170",,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TV","Personenauto","TESLA","MODEL 3","20231217","20191217",,"sedan","5","WIT","Niet geregistreerd",,,"1831","2305","1931","750","1000","20191217","20191217","Geen verstrekking in Open Data","60130","Ja","233",,,,,,"4","4","0","0",,"469","185","M1",,,,"2305","003",,"e4*2007/46*1293*06","E3D","BB1T1","0","0.03","288","Nee","Ja",,"Nee","3305","0","0.00","2022","Logisch","00","Ja","2023-12-17T00:00:00.000","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000","2019-12-17T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TX","Personenauto","MERCEDES-BENZ","AMG GLE 43","20240508","20191202","20389","stationwagen","5","GRIJS","Niet geregistreerd","6","2996","2080","2930","2180","750","3500","20180508","20191202","Geen verstrekking in Open Data","127758","Ja",,,,,,,"5","4","0","0",,"0","0","M1",,,,"2930","166",,"e1*2007/46*0598*23","A25HP1","CZCAA531","0","0.13","292","Nee","Nee",,"Nee","6530","0","0.00","2022","Geen oordeel","05","Ja","2024-05-08T00:00:00.000","2019-12-02T00:00:00.000","2018-05-08T00:00:00.000","2019-12-02T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"F",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224TZ","Personenauto","RENAULT","CLIO","20221206","20220420","2256","hatchback","5","ZWART","Niet geregistreerd","4","1149","890","1425","990","495","1100","20081021","20191202","Geen verstrekking in Open Data",,"Ja","160",,,,,,"2","4","0","0",,"381","0","M1",,,,"1425","B",,"e2*98/14*0126*59","CB1K","CB1KEF","0","0.04","247","Nee","Nee",,"Nee","2150","0",,"2021","Geen oordeel","05","Ja","2022-12-06T00:00:00.000","2022-04-20T00:00:00.000","2008-10-21T00:00:00.000","2019-12-02T00:00:00.000",,,,,,,,,,,"142",,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VB","Personenauto","TOYOTA","TOYOTA AYGO","20231212","20191212","1402","hatchback","4","GRIJS","Niet geregistreerd","3","998","830","1240","930",,,"20191212","20191212","Geen verstrekking in Open Data","14270","Ja","160",,,,,,"4","4","0","0",,"347","162","M1",,,,"1240","AB1",,"e6*2007/46*0348*02","KGB40(H)","KGB40L-AHMGKW(3U)","0","0.06","234","Nee","Nee",,"Nee","1240","0","0.00","2019","Logisch","00","Ja","2023-12-12T00:00:00.000","2019-12-12T00:00:00.000","2019-12-12T00:00:00.000","2019-12-12T00:00:00.000",,,,,,,,,,,"146",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VD","Personenauto","VOLKSWAGEN","UP!","20240512","20200111","210","hatchback","4","WIT","Niet geregistreerd","3","999","834","1330","934",,,"20180430","20200111","Geen verstrekking in Open Data","14036","Ja","162",,,,,,"4","4","0","0",,"360","0","M1",,,,"1330","AA",,"e13*2007/46*1167*20","ABCHYA","FM5FM5CF0117MMVR2N1SVW61","1","0.05","241","Nee","Nee",,"Nee","0","0","0.00","2022","Geen oordeel","05","Ja","2024-05-12T00:00:00.000","2020-01-11T00:00:00.000","2018-04-30T00:00:00.000","2020-01-11T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VF","Personenauto","TESLA","MODEL 3","20231219","20191219",,"sedan","5","GRIJS","Niet geregistreerd",,,"1831","2305","1931",,,"20191219","20191219","Geen verstrekking in Open Data","60080","Ja","233",,,,,,"4","4","0","0",,"469","185","M1",,,,"2305","003",,"e4*2007/46*1293*06","E3D","BB1N","0","0.03","288","Nee","Ja",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-19T00:00:00.000","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VG","Personenauto","KIA","PICANTO","20240103","20200103","2728","MPV","4","WIT","Niet geregistreerd","3","998","830","1300","930",,,"20200103","20200103","Geen verstrekking in Open Data","14115","Ja","161",,,,,,"5","4","0","0",,"360","160","M1",,,,"1300","JA",,"e5*2007/46*1078*00","F4P21","M53BZ1","0","0.05","240","Nee","Nee",,"Nee","0","0","0.00","2020","Logisch","00","Ja","2024-01-03T00:00:00.000","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000","2020-01-03T00:00:00.000",,,,,,,,,,,"149",,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VH","Personenauto","RENAULT","CAPTUR","20231212","20220720","5872","hatchback","5","ROOD","Niet geregistreerd","3","898","1148","1676","1248","620","1200","20191212","20191212","Geen verstrekking in Open Data","24909","Ja","171",,,,,,"4","4","0","0",,"412","178","M1",,,,"1676","R",,"e2*2001/116*0327*90","00JE2","JR5TB14A5000","0","0.05","261","Nee","Nee",,"Nee","2576","0","0.00","2022","Logisch","00","Ja","2023-12-12T00:00:00.000","2022-07-20T00:00:00.000","2019-12-12T00:00:00.000","2019-12-12T00:00:00.000",,,,,,,,,,,"157",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VJ","Personenauto","MITSUBISHI","MITSUBISHI OUTLANDER","20231213","20191213","1940","stationwagen","5","BRUIN","Niet geregistreerd","4","2360","1865","2390","1965","750","1500","20191213","20191213","Geen verstrekking in Open Data","37389","Ja","170",,,,,,"4","4","0","0",,"470","180","M1",,,,"2390","CW0",,"e1*2001/116*0406*32","GGP21","AVEJRRC5DAAA","0","0.05","267","Nee","Nee",,"Nee","3970","0","0.00","2019","Logisch","00","Ja","2023-12-13T00:00:00.000","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000","2019-12-13T00:00:00.000",,,,,,,,,,,"170",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VK","Personenauto","NISSAN","NISSAN LEAF 62KWH","20231220","20191220",,"MPV","5","ROOD","Niet geregistreerd",,,"1656","2140","1756",,,"20191220","20191220","Geen verstrekking in Open Data","45001","Ja","157",,,,,,"4","4","0","0",,"449","179","M1",,,,"2140","ZE1",,"e9*2007/46*6537*01","A","A03","0","0.05","270","Nee","Nee",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-20T00:00:00.000","2019-12-20T00:00:00.000","2019-12-20T00:00:00.000","2019-12-20T00:00:00.000",,,,,,,,,,,"154",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VL","Personenauto","TOYOTA","TOYOTA RAV4","20230104","20201023","3014","MPV","5","GRIJS","Niet geregistreerd","4","2494","1665","2270","1765","750","1650","20170104","20201023","Geen verstrekking in Open Data","43933","Ja","180",,,,,,"4","4","0","0",,"461","185","M1",,,,"2270","XA4(EU,M)",,"e6*2007/46*0166*01","AVA44(N)","AVA44L-ANXMBW(5R)","0","0.01","266","Nee","Nee",,"Nee","3920","0","0.00","2021","Geen oordeel","05","Ja","2023-01-04T00:00:00.000","2020-10-23T00:00:00.000","2017-01-04T00:00:00.000","2020-10-23T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VN","Personenauto","TESLA","MODEL 3","20231220","20191220",,"sedan","5","ZWART","Niet geregistreerd",,,"1831","2305","1931",,,"20191220","20191220","Geen verstrekking in Open Data","61780","Ja","233",,,,,,"4","4","0","0",,"469","185","M1",,,,"2305","003",,"e4*2007/46*1293*06","E3D","BB1N","0","0.03","288","Nee","Ja",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-20T00:00:00.000","2019-12-20T00:00:00.000","2019-12-20T00:00:00.000","2019-12-20T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224VP","Personenauto","RENAULT","SCENIC","20231218","20220608","6658","hatchback","5","BLAUW","Niet geregistreerd","4","1332","1428","2043","1528","750","1800","20191218","20191218","Geen verstrekking in Open Data","37860","Ja","201",,,,,,"5","4","0","0",,"441","187","M1",,,,"2043","RFA",,"e2*2007/46*0574*11","JF2","NBBTA0M15000","0","0.07","273","Nee","Nee",,"Nee","3543","0","0.00","2022","Logisch","00","Ja","2023-12-18T00:00:00.000","2022-06-08T00:00:00.000","2019-12-18T00:00:00.000","2019-12-18T00:00:00.000",,,,,,,,,,,"165",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
