"kenteken","voertuigsoort","merk","handelsbenaming","vervaldatum_apk","datum_tenaamstelling","bruto_bpm","inrichting","aantal_zitplaatsen","eerste_kleur","tweede_kleur","aantal_cilinders","cilinderinhoud","massa_ledig_voertuig","toegestane_maximum_massa_voertuig","massa_rijklaar","maximum_massa_trekken_ongeremd","maximum_trekken_massa_geremd","datum_eerste_toelating","datum_eerste_tenaamstelling_in_nederland","wacht_op_keuren","catalogusprijs","wam_verzekerd","maximale_constructiesnelheid","laadvermogen","oplegger_geremd","aanhangwagen_autonoom_geremd","aanhangwagen_middenas_geremd","aantal_staanplaatsen","aantal_deuren","aantal_wielen","afstand_hart_koppeling_tot_achterzijde_voertuig","afstand_voorzijde_voertuig_tot_hart_koppeling","afwijkende_maximum_snelheid","lengte","breedte","europese_voertuigcategorie","europese_voertuigcategorie_toevoeging","europese_uitvoeringcategorie_toevoeging","plaats_chassisnummer","technische_max_massa_voertuig","type","type_gasinstallatie","typegoedkeuringsnummer","variant","uitvoering","volgnummer_wijziging_eu_typegoedkeuring","vermogen_massarijklaar","wielbasis","export_indicator","openstaande_terugroepactie_indicator","vervaldatum_tachograaf","taxi_indicator","maximum_massa_samenstelling","aantal_rolstoelplaatsen","maximum_ondersteunende_snelheid","jaar_laatste_registratie_tellerstand","tellerstandoordeel","code_toelichting_tellerstandoordeel","tenaamstellen_mogelijk","vervaldatum_apk_dt","datum_tenaamstelling_dt","datum_eerste_toelating_dt","datum_eerste_tenaamstelling_in_nederland_dt","vervaldatum_tachograaf_dt","maximum_last_onder_de_vooras_sen_tezamen_koppeling","type_remsysteem_voertuig_code","rupsonderstelconfiguratiecode","wielbasis_voertuig_minimum","wielbasis_voertuig_maximum","lengte_voertuig_minimum","lengte_voertuig_maximum","breedte_voertuig_minimum","breedte_voertuig_maximum","hoogte_voertuig","hoogte_voertuig_minimum","hoogte_voertuig_maximum","massa_bedrijfsklaar_minimaal","massa_bedrijfsklaar_maximaal","technisch_toelaatbaar_massa_koppelpunt","maximum_massa_technisch_maximaal","maximum_massa_technisch_minimaal","subcategorie_nederland","verticale_belasting_koppelpunt_getrokken_voertuig","zuinigheidsclassificatie","registratie_datum_goedkeuring_afschrijvingsmoment_bpm","registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt","api_gekentekende_voertuigen_assen","api_gekentekende_voertuigen_brandstof","api_gekentekende_voertuigen_carrosserie","api_gekentekende_voertuigen_carrosserie_specifiek","api_gekentekende_voertuigen_voertuigklasse"
"G224PP","Personenauto","KIA","NIRO","20231108","20191108","1402","stationwagen","5","BLAUW","Niet geregistreerd","4","1580","1390","1930","1490","600","1300","20191108","20191108","Geen verstrekking in Open Data","30840","Ja","162",,,,,,"5","4","0","0",,"436","0","M1",,,,"1930","DE",,"e4*2007/46*1139*08","C5P11","D61CY1","0","0.05","270","Nee","Nee",,"Nee","3230","0","0.00","2019","Logisch","00","Ja","2023-11-08T00:00:00.000","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224PR","Personenauto","TOYOTA","TOYOTA YARIS HYBRID","20221112","20200506",,"MPV","5","WIT","Niet geregistreerd","4","1497","1060","1565","1160",,,"20140116","20200221","Geen verstrekking in Open Data","20164","Ja","165",,,,,,"4","4","0","0",,"391","170","M1",,,,"1565","XP13M(A)",,"e11*2007/46*0152*06","NHP13(MH)","NHP130L-CHXNBW(1G)","0","0.01","251","Nee","Nee",,"Nee","1565","0",,"2021","Geen oordeel","05","Ja","2022-11-12T00:00:00.000","2020-05-06T00:00:00.000","2014-01-16T00:00:00.000","2020-02-21T00:00:00.000",,,,,,,,,,,"151",,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224PS","Personenauto","VOLVO","V60","20231113","20191113","11790","stationwagen","5","WIT","Niet geregistreerd","4","1969","1603","2230","1703","750","1800","20191113","20191113","Geen verstrekking in Open Data","47894","Ja","220",,,,,,"5","4","0","0",,"476","0","M1",,,,"2230","Z",,"e4*2007/46*1315*06","ZWAK","ZWAKUD0?","0","0.08","287","Nee","Nee",,"Nee","4030","0","0.00","2022","Logisch","00","Ja","2023-11-13T00:00:00.000","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"D",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224PT","Personenauto","BMW","525I","20230831","20191119","16893","stationwagen","5","ZWART","Niet geregistreerd","6","2494","1619","2190","1719","750","2000","20041108","20191119","Geen verstrekking in Open Data",,"Ja","229",,,,,,"5","4",,,,,,"M1",,,,"2190","560L","G3 gasinstallatie",,,,,"0.08","289","Nee","Ja",,"Nee",,,,"2022","Geen oordeel","05","Ja","2023-08-31T00:00:00.000","2019-11-19T00:00:00.000","2004-11-08T00:00:00.000","2019-11-19T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224PV","Personenauto","KIA","PICANTO","20231113","20191113","2728","MPV","4","ORANJE","Niet geregistreerd","3","998","830","1300","930",,,"20191113","20191113","Geen verstrekking in Open Data","14610","Ja","161",,,,,,"5","4","0","0",,"0","0","M1",,,,"1300","JA",,"e5*2007/46*1078*00","F4P21","M53BZ1","0","0.05","240","Nee","Nee",,"Nee","0","0","0.00",,"Niet geregistreerd","NG","Ja","2023-11-13T00:00:00.000","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224PZ","Personenauto","VOLKSWAGEN","POLO","20221114","20200218","1995","hatchback","5","WIT","Niet geregistreerd","4","1197","1007","1620","1107","550","1000","20140804","20200218","Geen verstrekking in Open Data","17084","Ja","184",,,,,,"4","4","0","0",,"0","168","M1",,,,"1620","6R",,"e1*2001/116*0510*22","ABCJZC","FM5FM52T106N3VR27MM","0","0.06","246","Nee","Nee",,"Nee","2625","0","0.00","2021","Geen oordeel","05","Ja","2022-11-14T00:00:00.000","2020-02-18T00:00:00.000","2014-08-04T00:00:00.000","2020-02-18T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RB","Personenauto","TESLA","MODEL 3","20231206","20220412",,"sedan","5","BLAUW","Niet geregistreerd",,,"1584","2060","1684",,,"20191206","20191206","Geen verstrekking in Open Data","50080","Ja","225",,,,,,"4","4","0","0",,"469","0","M1",,,,"2060","003",,"e4*2007/46*1293*05","E1R","BB1N","0","0.06","288","Nee","Ja",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-06T00:00:00.000","2022-04-12T00:00:00.000","2019-12-06T00:00:00.000","2019-12-06T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RD","Personenauto","MERCEDES-BENZ","C 200","20240718","20200204","2559","stationwagen","5","GRIJS","Niet geregistreerd","4","1991","1405","2080","1505","750","1800","20160718","20200204","Geen verstrekking in Open Data","56731","Ja","233",,,,,,"5","4","0","0",,"0","0","M1",,,,"2080","204 K",,"e1*2001/116*0457*31","R234P0","NZAA1521","0","0.09","284","Nee","Nee",,"Nee","3940","0","0.00","2022","Geen oordeel","05","Ja","2024-07-18T00:00:00.000","2020-02-04T00:00:00.000","2016-07-18T00:00:00.000","2020-02-04T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RF","Personenauto","CITROEN","C5 AIRCROSS","20231114","20191114","6396","MPV","5","GRIJS","Niet geregistreerd","4","1598","1405","1990","1505","750","1500","20191114","20191114","Geen verstrekking in Open Data","43099","Ja","216",,,,,,"4","4","0","0",,"450","0","M1",,,,"1990","A",,"e2*2007/46*0642*04","4","5GFR-C1B000","0","0.09","273","Nee","Nee",,"Nee","3490","0","0.00","2021","Logisch","00","Ja","2023-11-14T00:00:00.000","2019-11-14T00:00:00.000","2019-11-14T00:00:00.000","2019-11-14T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RG","Personenauto","SEAT","ATECA","20231122","20191122","5610","stationwagen","5","GRIJS","Niet geregistreerd","3","999","1213","1860","1313","650","1300","20191122","20191122","Geen verstrekking in Open Data","33675","Ja","183",,,,,,"5","4","0","0",,"0","0","M1",,,,"1860","5FP",,"e9*2007/46*6394*20","XDKRFX0","FM6SFM6AJ0214BFVL1C18A","0","0.06","262","Nee","Nee",,"Nee","3160","0","0.00","2022","Logisch","00","Ja","2023-11-22T00:00:00.000","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RH","Personenauto","VOLKSWAGEN","GOLF","20230114","20210714","414","stationwagen","5","WIT","Niet geregistreerd","4","1968","1354","2000","1454","720","1600","20160928","20191111","Geen verstrekking in Open Data","37420","Ja","216",,,,,,"5","4","0","0",,"0","180","M1",,,,"2000","AUV",,"e1*2007/46*0627*19","VACCRLBX0","FD6FD6D9002N7MMON1ML76VR2","0","0.08","262","Nee","Nee",,"Nee","3600","0","0.00","2022","Geen oordeel","05","Ja","2023-01-14T00:00:00.000","2021-07-14T00:00:00.000","2016-09-28T00:00:00.000","2019-11-11T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"F",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RJ","Personenauto","BMW","318I","20240918","20200922","2940","stationwagen","5","ZWART","Niet geregistreerd","3","1499","1465","2085","1565","695","1300","20160426","20200922","Geen verstrekking in Open Data","48274","Ja","210",,,,,,"4","4","0","0",,"463","181","M1",,,,"2085","3K",,"e1*2007/46*0315*17","8K11","6A250000","0","0.06","281","Nee","Nee",,"Nee","3460","0","0.00","2022","Geen oordeel","05","Ja","2024-09-18T00:00:00.000","2020-09-22T00:00:00.000","2016-04-26T00:00:00.000","2020-09-22T00:00:00.000",,,,,,,,,,,"143",,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RK","Personenauto","PEUGEOT","208","20231128","20210127","2204","hatchback","5","WIT","Niet geregistreerd","3","1199","1065","1595","1165","580","1200","20191128","20191128","Geen verstrekking in Open Data","20630","Ja","188",,,,,,"4","4","0","0",,"406","0","M1",,,,"1595","U",,"e2*2007/46*0639*05","P","HNKK-J1B100","0","0.06","254","Nee","Ja",,"Nee","2795","0","0.00","2021","Logisch","00","Ja","2023-11-28T00:00:00.000","2021-01-27T00:00:00.000","2019-11-28T00:00:00.000","2019-11-28T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RL","Personenauto","DACIA","SANDERO","20231121","20191121","5217","hatchback","5","ZWART","Niet geregistreerd","3","999","945","1487","1045","520","1090","20191121","20191121","Geen verstrekking in Open Data","13724","Ja","158",,,,,,"4","4","0","0",,"406","0","M1",,,,"1487","SD",,"e2*2001/116*0314*89","05ES","NC5CN000M500","0","0.05","259","Nee","Nee",,"Nee","2277","0","0.00","2022","Logisch","00","Ja","2023-11-21T00:00:00.000","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RN","Personenauto","BMW I","I3","20231122","20191122",,"sedan","4","BLAUW","Niet geregistreerd",,,"1245","1710","1345",,,"20191122","20191122","Geen verstrekking in Open Data","46609","Ja","150",,,,,,"4","4","0","0",,"401","0","M1",,,,"1710","BMWI-1",,"e1*2007/46*1213*10","8P21","0AW40000","0","0.06","257","Nee","Nee",,"Nee","0","0","0.00","2019","Logisch","00","Ja","2023-11-22T00:00:00.000","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000","2019-11-22T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RP","Personenauto","AUDI","A3 SPORTBACK","20230325","20200401","512","hatchback","5","GRIJS","Niet geregistreerd","4","1395","1200","1785","1300","650","1500","20140630","20200401","Geen verstrekking in Open Data","40471","Ja","220",,,,,,"4","4","0","0",,"0","179","M1",,,"r. motorruimte","1785","8V",,"e1*2007/46*0607*13","SCZEAF1","FM62S022R8V917MMEM1","0","0.08","262","Nee","Nee",,"Nee","3335","0",,"2022","Geen oordeel","05","Ja","2023-03-25T00:00:00.000","2020-04-01T00:00:00.000","2014-06-30T00:00:00.000","2020-04-01T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"A",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RR","Personenauto","MERCEDES-BENZ","VITO TOURER","20221121","20191121","29075","MPV","9","WIT","Niet geregistreerd","4","2143","1947","3200","2047","750","2000","20191121","20191121","Geen verstrekking in Open Data","75267","Ja","182",,,,,,"6","4","0","0",,"0","0","M1",,,,"3200","639/2",,"e1*2007/46*0457*19","KOA7L320VXX","3FKR2X29BEXX","0","0.05","343","Nee","Nee",,"Ja","5200","0","0.00","2022","Logisch","00","Ja","2022-11-21T00:00:00.000","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RS","Personenauto","NISSAN","NISSAN QASHQAI","20221118","20200225","1490","MPV","5","GRIJS","Niet geregistreerd","4","1598","1380","2005","1480","740","1400","20150623","20191114","Geen verstrekking in Open Data","39245","Ja","183",,,,,,"4","4","0","0",,"438","181","M1",,,,"2005","J11",,"e11*2007/46*0963*04","B","B02","0","0.06","265","Nee","Nee",,"Nee","3405","0","0.00","2022","Geen oordeel","05","Ja","2022-11-18T00:00:00.000","2020-02-25T00:00:00.000","2015-06-23T00:00:00.000","2019-11-14T00:00:00.000",,,,,,,,,,,"159",,,,,,,,,,"D",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RT","Personenauto","KIA","PROCEED","20231125","20210903","5610","hatchback","5","WIT","Niet geregistreerd","3","998","1260","1820","1360","600","1200","20191125","20191125","Geen verstrekking in Open Data","32650","Ja","190",,,,,,"5","4","0","0",,"461","0","M1",,,,"1820","CD",,"e4*2007/46*1299*06","BAP11","M61G11","0","0.06","265","Nee","Nee",,"Nee","3020","0","0.00","2022","Logisch","00","Ja","2023-11-25T00:00:00.000","2021-09-03T00:00:00.000","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RV","Personenauto","MERCEDES-BENZ","GLC 250 4MATIC","20240421","20200213","8065","stationwagen","5","ZWART","Niet geregistreerd","4","1991","1635","2400","1735","750","2400","20151210","20200213","Geen verstrekking in Open Data","62248","Ja","222",,,,,,"5","4","0","0",,"0","0","M1",,,,"2400","204 X",,"e1*2001/116*0480*18","R733P1","CZAA1502","0","0.09","287","Nee","Nee",,"Nee","4900","0","0.00","2022","Geen oordeel","05","Ja","2024-04-21T00:00:00.000","2020-02-13T00:00:00.000","2015-12-10T00:00:00.000","2020-02-13T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"C",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RX","Personenauto","MERCEDES-BENZ","E 200","20230403","20220830","7006","sedan","5","GRIJS","Niet geregistreerd","4","1991","1505","2245","1605","750","1900","20170403","20191118","Geen verstrekking in Open Data","59798","Ja","240",,,,,,"4","4","0","0",,"0","0","M1",,,,"2245","212",,"e1*2001/116*0501*31","U034P0","CZAA0511","0","0.08","294","Nee","Nee",,"Nee","4245","0","0.00","2022","Geen oordeel","05","Ja","2023-04-03T00:00:00.000","2022-08-30T00:00:00.000","2017-04-03T00:00:00.000","2019-11-18T00:00:00.000",,,,,,,,,,,,,,,,,,,,,"B",,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224RZ","Personenauto","VOLKSWAGEN","POLO","20231125","20211202","3252","hatchback","5","GRIJS","Niet geregistreerd","3","999","1055","1610","1155","570","1000","20191125","20191125","Geen verstrekking in Open Data","22786","Ja","187",,,,,,"5","4","0","0",,"0","0","M1",,,,"1610","AW",,"e1*2007/46*1783*15","ABDKLA","FM5FM5DF002N2VR24BF1BA0","0","0.06","255","Nee","Nee",,"Nee","2610","0","0.00","2021","Logisch","00","Ja","2023-11-25T00:00:00.000","2021-12-02T00:00:00.000","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SB","Personenauto","RENAULT","CAPTUR","20231126","20220704","5872","hatchback","5","ZWART","Niet geregistreerd","3","898","1148","1676","1248","620","1200","20191126","20191126","Geen verstrekking in Open Data","24315","Ja","171",,,,,,"4","4","0","0",,"412","178","M1",,,,"1676","R",,"e2*2001/116*0327*90","00JE2","JR5TB14A5000","0","0.05","261","Nee","Nee",,"Nee","2576","0","0.00","2022","Logisch","00","Ja","2023-11-26T00:00:00.000","2022-07-04T00:00:00.000","2019-11-26T00:00:00.000","2019-11-26T00:00:00.000",,,,,,,,,,,"157",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SF","Personenauto","OPEL","AMPERA-E","20231129","20191129",,"hatchback","5","ZWART","Niet geregistreerd",,,"1591","2056","1691",,,"20191129","20191129","Geen verstrekking in Open Data","44447","Ja","150",,,,,,"4","4","0","0",,"416","177","M1",,,,"2056","1G0F",,"e13*2007/46*1777*07","GHXXFXX","A1EA5AA1","0","0.03","260","Nee","Nee",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-11-29T00:00:00.000","2019-11-29T00:00:00.000","2019-11-29T00:00:00.000","2019-11-29T00:00:00.000",,,,,,,,,,,"159",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SG","Personenauto","MERCEDES-BENZ","C 63 AMG","20221122","20211129","21125","sedan","5","ZWART","Niet geregistreerd","8","6208","1700","2170","1800",,,"20090501","20191123","Geen verstrekking in Open Data",,"Ja","250",,,,,,"4","4",,,,,,"M1",,,,"2170","204",,,,,,"0.19","276","Nee","Nee",,"Nee",,,,"2021","Geen oordeel","05","Ja","2022-11-22T00:00:00.000","2021-11-29T00:00:00.000","2009-05-01T00:00:00.000","2019-11-23T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SH","Personenauto","TOYOTA","TOYOTA C-HR","20231125","20210319","1402","hatchback","5","ZWART","Niet geregistreerd","4","1798","1395","1860","1495","725","725","20191125","20191125","Geen verstrekking in Open Data","34655","Ja","170",,,,,,"4","4","0","0",,"436","180","M1",,,,"1860","AX1T(EU,M)",,"e11*2007/46*3641*01","ZYX10(H)","ZYX10L-AHXGBW(1B)","0","0.05","264","Nee","Nee",,"Nee","2585","0","0.00","2021","Logisch","00","Ja","2023-11-25T00:00:00.000","2021-03-19T00:00:00.000","2019-11-25T00:00:00.000","2019-11-25T00:00:00.000",,,,,,,,,,,"156",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SK","Personenauto","TESLA","MODEL 3","20231210","20191210",,"sedan","5","WIT","Niet geregistreerd",,,"1584","2060","1684",,,"20191210","20191210","Geen verstrekking in Open Data","48980","Ja","225",,,,,,"4","4","0","0",,"469","185","M1",,,,"2060","003",,"e4*2007/46*1293*05","E1R","BB1N","0","0.06","288","Nee","Ja",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-10T00:00:00.000","2019-12-10T00:00:00.000","2019-12-10T00:00:00.000","2019-12-10T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SL","Personenauto","TESLA","MODEL 3","20231209","20191209",,"sedan","5","ZWART","Niet geregistreerd",,,"1831","2305","1931",,,"20191209","20191209","Geen verstrekking in Open Data","59830","Ja","233",,,,,,"4","4","0","0",,"469","185","M1",,,,"2305","003",,"e4*2007/46*1293*05","E3D","BB1N","0","0.03","288","Nee","Ja",,"Nee","0","0","0.00","2022","Logisch","00","Ja","2023-12-09T00:00:00.000","2019-12-09T00:00:00.000","2019-12-09T00:00:00.000","2019-12-09T00:00:00.000",,,,,,,,,,,"144",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
"G224SN","Personenauto","VOLVO","XC40","20240905","20210128","7319","stationwagen","5","BLAUW","Niet geregistreerd","3","1477","1468","2060","1568","750","1600","20180905","20200201","Geen verstrekking in Open Data","46335","Ja","200",,,,,,"5","4","0","0",,"443","187","M1",,,,"2060","X",,"e9*2007/46*3146*03","XZ14","XZ14V10?","0","0.07","270","Nee","Nee",,"Nee","3660","0","0.00","2022","Geen oordeel","05","Ja","2024-09-05T00:00:00.000","2021-01-28T00:00:00.000","2018-09-05T00:00:00.000","2020-02-01T00:00:00.000",,,,,,,,,,,"163",,,,,,,,,,,,,"https://opendata.rdw.nl/resource/3huj-srit.json","https://opendata.rdw.nl/resource/8ys7-d773.json","https://opendata.rdw.nl/resource/vezc-m2t6.json","https://opendata.rdw.nl/resource/jhie-znh9.json","https://opendata.rdw.nl/resource/kmfi-hrps.json"
